Sheel N/S,Layer,Layer inner no,SiPM no,Inner Sig,HV B no,HV I no,θ,φ,copy no,FEB type,LV M no,LV I no,FEC,FEC ch,HV Unit,HV Unit ch,tag,FEC,HV,chid
S,9,36,5364,1712,85,4,116.638,124.752,2928,N,422,4,15,9,39,121,1,15-9,39-121,5857
S,4,46,5182,1097,71,27,100.957,144.643,2398,N,452,2,15,10,31,12,1,15-10,31-12,4796
S,4,46,5182,1097,71,27,100.957,144.643,2398,N,452,2,15,11,31,12,1,15-11,31-12,4797
S,1,49,525,1001,71,20,91.565,151.579,2060,N,502,1,15,12,31,26,1,15-12,31-26,4120
S,1,49,525,1001,71,20,91.565,151.579,2060,N,502,1,15,13,31,26,1,15-13,31-26,4121
S,3,46,5297,743,71,6,97.825,143.363,2285,N,292,2,15,14,31,54,1,15-14,31-54,4570
S,3,46,5297,743,71,6,97.825,143.363,2285,N,292,2,15,15,31,54,1,15-15,31-54,4571
S,11,39,328,464,85,24,122.92,145.532,3130,N,132,3,15,16,39,81,1,15-16,39-81,6260
S,11,39,328,464,85,24,122.92,145.532,3130,N,132,3,15,17,39,81,1,15-17,39-81,6261
S,3,47,3827,1058,71,24,97.825,146.549,2286,N,292,3,15,18,31,18,1,15-18,31-18,4572
S,3,47,3827,1058,71,24,97.825,146.549,2286,N,292,3,15,19,31,18,1,15-19,31-18,4573
N,6,46,1026,667,23,6,72.774,150,1386,N,248,2,15,20,40,54,1,15-20,40-54,2772
N,6,46,1026,667,23,6,72.774,150,1386,N,248,2,15,21,40,54,1,15-21,40-54,2773
S,12,38,2754,731,85,14,126.063,146.374,3223,N,182,2,15,22,39,101,1,15-22,39-101,6446
S,12,38,2754,731,85,14,126.063,146.374,3223,N,182,2,15,23,39,101,1,15-23,39-101,6447
S,10,40,2811,441,85,9,119.778,143.265,3033,N,125,4,15,24,39,111,1,15-24,39-111,6066
S,10,40,2811,441,85,9,119.778,143.265,3033,N,125,4,15,25,39,111,1,15-25,39-111,6067
S,9,41,5008,1747,85,10,116.638,142.574,2933,N,48,1,15,26,39,109,1,15-26,39-109,5866
S,9,41,5008,1747,85,10,116.638,142.574,2933,N,48,1,15,27,39,109,1,15-27,39-109,5867
S,12,39,2753,405,85,11,126.063,150.33,3224,N,182,3,15,28,39,107,1,15-28,39-107,6448
S,12,39,2753,405,85,11,126.063,150.33,3224,N,182,3,15,29,39,107,1,15-29,39-107,6449
S,9,39,5370,1703,85,19,116.638,135.446,2931,N,414,3,15,30,39,91,1,15-30,39-91,5862
S,9,39,5370,1703,85,19,116.638,135.446,2931,N,414,3,15,31,39,91,1,15-31,39-91,5863
S,5,48,4767,1871,78,22,104.091,153.818,2512,N,55,4,15,32,33,86,1,15-32,33-86,5024
S,5,48,4767,1871,78,22,104.091,153.818,2512,N,55,4,15,33,33,86,1,15-33,33-86,5025
S,12,48,2169,733,84,1,126.063,185.934,3233,N,52,4,15,34,30,63,1,15-34,30-63,6466
S,12,48,2169,733,84,1,126.063,185.934,3233,N,52,4,15,35,30,63,1,15-35,30-63,6467
S,5,60,2858,1228,77,14,104.091,193.091,2524,N,320,4,15,36,47,102,1,15-36,47-102,5048
S,5,60,2858,1228,77,14,104.091,193.091,2524,N,320,4,15,37,47,102,1,15-37,47-102,5049
S,12,49,2436,477,84,32,126.063,189.89,3234,N,154,1,15,38,30,1,1,15-38,30-1,6468
S,12,49,2436,477,84,32,126.063,189.89,3234,N,154,1,15,39,30,1,1,15-39,30-1,6469
S,7,46,3931,34,78,25,110.362,152.83,2728,N,15,2,15,40,33,80,1,15-40,33-80,5456
S,7,46,3931,34,78,25,110.362,152.83,2728,N,15,2,15,41,33,80,1,15-41,33-80,5457
S,8,46,5051,268,78,18,113.499,155.769,2834,N,28,2,15,42,33,94,1,15-42,33-94,5668
S,8,46,5051,268,78,18,113.499,155.769,2834,N,28,2,15,43,33,94,1,15-43,33-94,5669
S,11,50,1349,401,84,19,122.92,187.66,3141,N,118,2,15,44,30,27,1,15-44,30-27,6282
S,11,50,1349,401,84,19,122.92,187.66,3141,N,118,2,15,45,30,27,1,15-45,30-27,6283
S,8,44,5067,1899,79,18,113.499,148.846,2832,N,260,4,15,46,42,93,1,15-46,42-93,5664
S,8,44,5067,1899,79,18,113.499,148.846,2832,N,260,4,15,47,42,93,1,15-47,42-93,5665
S,2,49,5108,1360,71,7,94.694,151.579,2174,N,304,1,15,48,31,52,1,15-48,31-52,4348
S,2,49,5108,1360,71,7,94.694,151.579,2174,N,304,1,15,49,31,52,1,15-49,31-52,4349
S,4,49,5110,1070,71,23,100.957,154.286,2401,N,518,1,15,50,31,20,1,15-50,31-20,4802
S,4,49,5110,1070,71,23,100.957,154.286,2401,N,518,1,15,51,31,20,1,15-51,31-20,4803
S,2,50,5109,1353,71,16,94.694,154.737,2175,N,304,2,15,52,31,34,1,15-52,31-34,4350
S,2,50,5109,1353,71,16,94.694,154.737,2175,N,304,2,15,53,31,34,1,15-53,31-34,4351
S,4,48,5186,734,71,26,100.957,151.071,2400,N,452,4,15,54,31,14,1,15-54,31-14,4800
S,4,48,5186,734,71,26,100.957,151.071,2400,N,452,4,15,55,31,14,1,15-55,31-14,4801
S,3,48,3828,1396,71,17,97.825,149.735,2287,N,292,4,15,56,31,32,1,15-56,31-32,4574
S,3,48,3828,1396,71,17,97.825,149.735,2287,N,292,4,15,57,31,32,1,15-57,31-32,4575
S,6,47,5086,43,78,19,107.226,153.333,2621,N,39,3,15,58,33,92,1,15-58,33-92,5242
S,6,47,5086,43,78,19,107.226,153.333,2621,N,39,3,15,59,33,92,1,15-59,33-92,5243
S,4,47,5183,1359,71,19,100.957,147.857,2399,N,452,3,15,60,31,28,1,15-60,31-28,4798
S,4,47,5183,1359,71,19,100.957,147.857,2399,N,452,3,15,61,31,28,1,15-61,31-28,4799
S,5,47,3948,1870,78,24,104.091,150.545,2511,N,55,3,15,62,33,82,1,15-62,33-82,5022
S,5,47,3948,1870,78,24,104.091,150.545,2511,N,55,3,15,63,33,82,1,15-63,33-82,5023
N,5,34,96,2011,21,10,75.909,108,1482,N,307,2,15,64,42,46,1,15-64,42-46,2964
N,5,34,96,2011,21,10,75.909,108,1482,N,307,2,15,65,42,46,1,15-65,42-46,2965
N,9,31,3433,572,15,22,63.362,106.931,1060,N,76,3,15,66,35,22,1,15-66,35-22,2120
N,9,31,3433,572,15,22,63.362,106.931,1060,N,76,3,15,67,35,22,1,15-67,35-22,2121
N,9,28,1272,241,15,32,63.362,96.2376,1057,N,193,4,15,68,35,2,1,15-68,35-2,2114
N,9,28,1272,241,15,32,63.362,96.2376,1057,N,193,4,15,69,35,2,1,15-69,35-2,2115
N,6,33,700,120,21,23,72.774,106.667,1373,N,220,1,15,70,42,20,1,15-70,42-20,2746
N,6,33,700,120,21,23,72.774,106.667,1373,N,220,1,15,71,42,20,1,15-71,42-20,2747
S,4,30,2190,1391,73,14,100.957,93.2143,2382,N,445,2,15,72,46,102,1,15-72,46-102,4764
S,4,30,2190,1391,73,14,100.957,93.2143,2382,N,445,2,15,73,46,102,1,15-73,46-102,4765
N,1,33,463,1130,28,17,88.435,101.053,1930,N,282,1,15,74,43,32,1,15-74,43-32,3860
N,1,33,463,1130,28,17,88.435,101.053,1930,N,282,1,15,75,43,32,1,15-75,43-32,3861
N,11,28,3790,319,15,10,57.08,103.404,865,N,22,4,15,76,35,46,1,15-76,35-46,1730
N,11,28,3790,319,15,10,57.08,103.404,865,N,22,4,15,77,35,46,1,15-77,35-46,1731
N,12,26,4140,330,15,4,53.937,98.9011,772,N,140,2,15,78,35,58,1,15-78,35-58,1544
N,12,26,4140,330,15,4,53.937,98.9011,772,N,140,2,15,79,35,58,1,15-79,35-58,1545
S,14,21,431,602,92,29,132.355,87.8049,3384,N,113,1,15,80,45,7,1,15-80,45-7,6768
S,14,21,431,602,92,29,132.355,87.8049,3384,N,113,1,15,81,45,7,1,15-81,45-7,6769
N,6,31,699,566,21,31,72.774,100,1371,N,430,3,15,82,42,4,1,15-82,42-4,2742
N,6,31,699,566,21,31,72.774,100,1371,N,430,3,15,83,42,4,1,15-83,42-4,2743
N,4,31,150,1528,28,31,79.043,96.4286,1589,N,296,3,15,84,43,4,1,15-84,43-4,3178
N,4,31,150,1528,28,31,79.043,96.4286,1589,N,296,3,15,85,43,4,1,15-85,43-4,3179
N,5,30,1330,134,21,27,75.909,94.9091,1478,N,491,2,15,86,42,12,1,15-86,42-12,2956
N,5,30,1330,134,21,27,75.909,94.9091,1478,N,491,2,15,87,42,12,1,15-87,42-12,2957
S,13,21,2291,26,92,8,129.208,82.7586,3297,N,105,1,15,88,45,49,1,15-88,45-49,6594
S,13,21,2291,26,92,8,129.208,82.7586,3297,N,105,1,15,89,45,49,1,15-89,45-49,6595
N,5,32,129,103,21,6,75.909,101.455,1480,N,491,4,15,90,42,54,1,15-90,42-54,2960
N,5,32,129,103,21,6,75.909,101.455,1480,N,491,4,15,91,42,54,1,15-91,42-54,2961
N,7,33,1029,1041,21,22,69.638,108.679,1267,N,194,1,15,92,42,22,1,15-92,42-22,2534
N,7,33,1029,1041,21,22,69.638,108.679,1267,N,194,1,15,93,42,22,1,15-93,42-22,2535
S,15,23,2903,83,92,11,135.504,101.538,3468,N,23,3,15,94,45,43,1,15-94,45-43,6936
S,15,23,2903,83,92,11,135.504,101.538,3468,N,23,3,15,95,45,43,1,15-95,45-43,6937
N,3,33,3688,1413,28,30,82.175,101.947,1703,N,275,1,15,96,43,6,1,15-96,43-6,3406
N,3,33,3688,1413,28,30,82.175,101.947,1703,N,275,1,15,97,43,6,1,15-97,43-6,3407
S,2,33,5080,623,73,27,94.694,101.053,2158,N,477,1,15,98,46,76,1,15-98,46-76,4316
S,2,33,5080,623,73,27,94.694,101.053,2158,N,477,1,15,99,46,76,1,15-99,46-76,4317
S,3,30,1918,1365,73,28,97.825,92.3894,2269,N,324,2,15,100,46,74,1,15-100,46-74,4538
S,3,30,1918,1365,73,28,97.825,92.3894,2269,N,324,2,15,101,46,74,1,15-101,46-74,4539
N,2,32,2278,1133,28,16,85.306,97.8947,1815,N,79,4,15,102,43,34,1,15-102,43-34,3630
N,2,32,2278,1133,28,16,85.306,97.8947,1815,N,79,4,15,103,43,34,1,15-103,43-34,3631
S,3,31,4223,1363,73,25,97.825,95.5752,2270,N,324,3,15,104,46,80,1,15-104,46-80,4540
S,3,31,4223,1363,73,25,97.825,95.5752,2270,N,324,3,15,105,46,80,1,15-105,46-80,4541
N,8,29,3497,810,21,21,66.501,96.9231,1159,N,145,1,15,106,42,24,1,15-106,42-24,2318
N,8,29,3497,810,21,21,66.501,96.9231,1159,N,145,1,15,107,42,24,1,15-107,42-24,2319
N,3,31,3979,1422,28,28,82.175,95.5752,1701,N,433,3,15,108,43,10,1,15-108,43-10,3402
N,3,31,3979,1422,28,28,82.175,95.5752,1701,N,433,3,15,109,43,10,1,15-109,43-10,3403
N,7,29,4278,775,21,32,69.638,95.0943,1263,N,260,1,15,110,42,2,1,15-110,42-2,2526
N,7,29,4278,775,21,32,69.638,95.0943,1263,N,260,1,15,111,42,2,1,15-111,42-2,2527
N,12,27,1648,239,15,26,53.937,102.857,773,N,140,3,15,112,35,14,1,15-112,35-14,1546
N,12,27,1648,239,15,26,53.937,102.857,773,N,140,3,15,113,35,14,1,15-113,35-14,1547
N,10,28,4997,210,15,29,60.222,99.1837,959,N,58,4,15,114,35,8,1,15-114,35-8,1918
N,10,28,4997,210,15,29,60.222,99.1837,959,N,58,4,15,115,35,8,1,15-115,35-8,1919
S,1,31,1225,1082,73,23,91.565,94.7368,2042,N,457,3,15,116,46,84,1,15-116,46-84,4084
S,1,31,1225,1082,73,23,91.565,94.7368,2042,N,457,3,15,117,46,84,1,15-117,46-84,4085
N,2,33,4615,1120,28,12,85.306,101.053,1816,N,199,1,15,118,43,42,1,15-118,43-42,3632
N,2,33,4615,1120,28,12,85.306,101.053,1816,N,199,1,15,119,43,42,1,15-119,43-42,3633
S,1,30,1713,620,73,32,91.565,91.5789,2041,N,457,2,15,120,46,66,1,15-120,46-66,4082
S,1,30,1713,620,73,32,91.565,91.5789,2041,N,457,2,15,121,46,66,1,15-121,46-66,4083
N,4,32,147,1138,28,14,79.043,99.6429,1590,N,296,4,15,122,43,38,1,15-122,43-38,3180
N,4,32,147,1138,28,14,79.043,99.6429,1590,N,296,4,15,123,43,38,1,15-123,43-38,3181
N,8,32,3494,829,21,13,66.501,107.308,1162,N,145,4,15,124,42,40,1,15-124,42-40,2324
N,8,32,3494,829,21,13,66.501,107.308,1162,N,145,4,15,125,42,40,1,15-125,42-40,2325
N,11,30,1412,328,15,30,57.08,111.064,867,N,218,2,15,126,35,6,1,15-126,35-6,1734
N,11,30,1412,328,15,30,57.08,111.064,867,N,218,2,15,127,35,6,1,15-127,35-6,1735
S,10,43,1384,402,84,6,119.778,154.286,3036,N,179,3,16,0,30,53,1,16-0,30-53,6072
S,10,43,1384,402,84,6,119.778,154.286,3036,N,179,3,16,1,30,53,1,16-1,30-53,6073
S,11,37,324,433,85,26,122.92,137.872,3128,N,132,1,16,2,39,77,1,16-2,39-77,6256
S,11,37,324,433,85,26,122.92,137.872,3128,N,132,1,16,3,39,77,1,16-3,39-77,6257
N,4,45,355,1515,29,17,79.043,141.429,1603,N,146,1,16,4,36,32,1,16-4,36-32,3206
N,4,45,355,1515,29,17,79.043,141.429,1603,N,146,1,16,5,36,32,1,16-5,36-32,3207
S,9,42,5007,1717,85,16,116.638,146.139,2934,N,48,2,16,6,39,97,1,16-6,39-97,5868
S,9,42,5007,1717,85,16,116.638,146.139,2934,N,48,2,16,7,39,97,1,16-7,39-97,5869
N,3,49,3922,1104,30,20,82.175,152.92,1719,N,337,1,16,10,40,90,1,16-10,40-90,3438
N,3,49,3922,1104,30,20,82.175,152.92,1719,N,337,1,16,11,40,90,1,16-11,40-90,3439
S,11,35,322,404,85,29,122.92,130.213,3126,N,91,3,16,12,39,71,1,16-12,39-71,6252
S,11,35,322,404,85,29,122.92,130.213,3126,N,91,3,16,13,39,71,1,16-13,39-71,6253
S,15,32,1391,614,90,9,135.504,143.077,3477,N,144,4,16,14,43,47,1,16-14,43-47,6954
S,15,32,1391,614,90,9,135.504,143.077,3477,N,144,4,16,15,43,47,1,16-15,43-47,6955
S,12,37,2755,729,85,15,126.063,142.418,3222,N,182,1,16,16,39,99,1,16-16,39-99,6444
S,12,37,2755,729,85,15,126.063,142.418,3222,N,182,1,16,17,39,99,1,16-17,39-99,6445
S,12,40,2758,411,85,2,126.063,154.286,3225,N,182,4,16,18,39,125,1,16-18,39-125,6450
S,12,40,2758,411,85,2,126.063,154.286,3225,N,182,4,16,19,39,125,1,16-19,39-125,6451
N,4,44,354,1136,29,25,79.043,138.214,1602,N,156,4,16,20,36,16,1,16-20,36-16,3204
N,4,44,354,1136,29,25,79.043,138.214,1602,N,156,4,16,21,36,16,1,16-21,36-16,3205
S,11,40,281,750,85,30,122.92,149.362,3131,N,132,4,16,22,39,69,1,16-22,39-69,6262
S,11,40,281,750,85,30,122.92,149.362,3131,N,132,4,16,23,39,69,1,16-23,39-69,6263
N,5,46,2125,318,23,20,75.909,147.273,1494,N,435,2,16,24,40,26,1,16-24,40-26,2988
N,5,46,2125,318,23,20,75.909,147.273,1494,N,435,2,16,25,40,26,1,16-25,40-26,2989
S,10,36,2815,408,85,1,119.778,128.571,3029,N,156,4,16,26,39,127,1,16-26,39-127,6058
S,10,36,2815,408,85,1,119.778,128.571,3029,N,156,4,16,27,39,127,1,16-27,39-127,6059
S,10,41,1382,449,85,31,119.778,146.939,3034,N,179,1,16,28,39,67,1,16-28,39-67,6068
S,10,41,1382,449,85,31,119.778,146.939,3034,N,179,1,16,29,39,67,1,16-29,39-67,6069
S,2,46,5105,738,71,21,94.694,142.105,2171,N,323,2,16,30,31,24,1,16-30,31-24,4342
S,2,46,5105,738,71,21,94.694,142.105,2171,N,323,2,16,31,31,24,1,16-31,31-24,4343
S,8,45,5066,1861,78,21,113.499,152.308,2833,N,28,1,16,32,33,88,1,16-32,33-88,5666
S,8,45,5066,1861,78,21,113.499,152.308,2833,N,28,1,16,33,33,88,1,16-33,33-88,5667
S,6,46,5082,31,78,9,107.226,150,2620,N,39,2,16,34,33,112,1,16-34,33-112,5240
S,6,46,5082,31,78,9,107.226,150,2620,N,39,2,16,35,33,112,1,16-35,33-112,5241
S,7,47,3488,1866,78,8,110.362,156.226,2729,N,15,3,16,36,33,114,1,16-36,33-114,5458
S,7,47,3488,1866,78,8,110.362,156.226,2729,N,15,3,16,37,33,114,1,16-37,33-114,5459
S,3,49,5314,727,71,11,97.825,152.92,2288,N,501,1,16,38,31,44,1,16-38,31-44,4576
S,3,49,5314,727,71,11,97.825,152.92,2288,N,501,1,16,39,31,44,1,16-39,31-44,4577
S,9,38,5366,618,85,13,116.638,131.881,2930,N,414,2,16,40,39,103,1,16-40,39-103,5860
S,9,38,5366,618,85,13,116.638,131.881,2930,N,414,2,16,41,39,103,1,16-41,39-103,5861
N,2,49,2861,68,30,9,85.306,151.579,1832,N,362,1,16,42,40,112,1,16-42,40-112,3664
N,2,49,2861,68,30,9,85.306,151.579,1832,N,362,1,16,43,40,112,1,16-43,40-112,3665
S,12,47,2434,484,84,29,126.063,181.978,3232,N,52,3,16,44,30,7,1,16-44,30-7,6464
S,12,47,2434,484,84,29,126.063,181.978,3232,N,52,3,16,45,30,7,1,16-45,30-7,6465
S,7,45,3932,1213,78,31,110.362,149.434,2727,N,15,1,16,46,33,68,1,16-46,33-68,5454
S,7,45,3932,1213,78,31,110.362,149.434,2727,N,15,1,16,47,33,68,1,16-47,33-68,5455
N,2,50,2862,60,30,26,85.306,154.737,1833,N,362,2,16,48,40,78,1,16-48,40-78,3666
N,2,50,2862,60,30,26,85.306,154.737,1833,N,362,2,16,49,40,78,1,16-49,40-78,3667
S,8,39,5211,460,79,15,113.499,131.538,2827,N,123,3,16,50,42,99,1,16-50,42-99,5654
S,8,39,5211,460,79,15,113.499,131.538,2827,N,123,3,16,51,42,99,1,16-51,42-99,5655
N,1,49,1259,1436,30,28,88.435,151.579,1946,N,217,1,16,52,40,74,1,16-52,40-74,3892
N,1,49,1259,1436,30,28,88.435,151.579,1946,N,217,1,16,53,40,74,1,16-53,40-74,3893
S,9,40,5369,1027,85,7,116.638,139.01,2932,N,414,4,16,54,39,115,1,16-54,39-115,5864
S,9,40,5369,1027,85,7,116.638,139.01,2932,N,414,4,16,55,39,115,1,16-55,39-115,5865
S,12,36,2751,746,85,27,126.063,138.462,3221,N,127,4,16,56,39,75,1,16-56,39-75,6442
S,12,36,2751,746,85,27,126.063,138.462,3221,N,127,4,16,57,39,75,1,16-57,39-75,6443
N,3,44,3927,1544,29,18,82.175,136.991,1714,N,514,4,16,58,36,30,1,16-58,36-30,3428
N,3,44,3927,1544,29,18,82.175,136.991,1714,N,514,4,16,59,36,30,1,16-59,36-30,3429
N,3,48,3925,1140,30,29,82.175,149.735,1718,N,386,4,16,60,40,72,1,16-60,40-72,3436
N,3,48,3925,1140,30,29,82.175,149.735,1718,N,386,4,16,61,40,72,1,16-61,40-72,3437
S,1,50,1183,1845,71,3,91.565,154.737,2061,N,502,2,16,62,31,60,1,16-62,31-60,4122
S,1,50,1183,1845,71,3,91.565,154.737,2061,N,502,2,16,63,31,60,1,16-63,31-60,4123
S,1,15,1195,810,101,15,91.565,44.2105,2026,N,83,3,16,64,60,35,1,16-64,60-35,4052
S,1,15,1195,810,101,15,91.565,44.2105,2026,N,83,3,16,65,60,35,1,16-65,60-35,4053
S,9,17,5278,426,115,13,116.638,57.0297,2909,N,222,1,16,66,58,40,1,16-66,58-40,5818
S,9,17,5278,426,115,13,116.638,57.0297,2909,N,222,1,16,67,58,40,1,16-67,58-40,5819
S,11,14,842,119,115,4,122.92,49.7872,3105,N,84,2,16,68,58,58,1,16-68,58-58,6210
S,11,14,842,119,115,4,122.92,49.7872,3105,N,84,2,16,69,58,58,1,16-69,58-58,6211
S,6,15,4362,643,108,23,107.226,46.6667,2589,N,24,3,16,70,55,19,1,16-70,55-19,5178
S,6,15,4362,643,108,23,107.226,46.6667,2589,N,24,3,16,71,55,19,1,16-71,55-19,5179
S,2,17,2498,1651,101,4,94.694,50.5263,2142,N,42,1,16,72,60,57,1,16-72,60-57,4284
S,2,17,2498,1651,101,4,94.694,50.5263,2142,N,42,1,16,73,60,57,1,16-73,60-57,4285
S,1,17,498,1687,101,30,91.565,50.5263,2028,N,69,1,16,74,60,5,1,16-74,60-5,4056
S,1,17,498,1687,101,30,91.565,50.5263,2028,N,69,1,16,75,60,5,1,16-75,60-5,4057
S,2,18,2497,1653,101,29,94.694,53.6842,2143,N,42,2,16,76,60,7,1,16-76,60-7,4286
S,2,18,2497,1653,101,29,94.694,53.6842,2143,N,42,2,16,77,60,7,1,16-77,60-7,4287
S,3,14,1795,825,101,8,97.825,41.4159,2253,N,113,2,16,78,60,49,1,16-78,60-49,4506
S,3,14,1795,825,101,8,97.825,41.4159,2253,N,113,2,16,79,60,49,1,16-79,60-49,4507
S,15,15,183,532,121,25,135.504,64.6154,3460,N,151,3,16,80,56,16,1,16-80,56-16,6920
S,15,15,183,532,121,25,135.504,64.6154,3460,N,151,3,16,81,56,16,1,16-81,56-16,6921
S,3,16,2460,816,101,26,97.825,47.7876,2255,N,113,4,16,82,60,13,1,16-82,60-13,4510
S,3,16,2460,816,101,26,97.825,47.7876,2255,N,113,4,16,83,60,13,1,16-83,60-13,4511
S,4,15,2172,1973,101,16,100.957,45,2367,N,389,3,16,84,60,33,1,16-84,60-33,4734
S,4,15,2172,1973,101,16,100.957,45,2367,N,389,3,16,85,60,33,1,16-85,60-33,4735
S,2,16,3852,1656,101,21,94.694,47.3684,2141,N,25,4,16,86,60,23,1,16-86,60-23,4282
S,2,16,3852,1656,101,21,94.694,47.3684,2141,N,25,4,16,87,60,23,1,16-87,60-23,4283
S,5,15,4305,159,108,14,104.091,45.8182,2479,N,154,3,16,88,55,37,1,16-88,55-37,4958
S,5,15,4305,159,108,14,104.091,45.8182,2479,N,154,3,16,89,55,37,1,16-89,55-37,4959
S,4,16,2714,1968,101,10,100.957,48.2143,2368,N,389,4,16,90,60,45,1,16-90,60-45,4736
S,4,16,2714,1968,101,10,100.957,48.2143,2368,N,389,4,16,91,60,45,1,16-91,60-45,4737
S,4,14,2159,1327,101,22,100.957,41.7857,2366,N,389,2,16,92,60,21,1,16-92,60-21,4732
S,4,14,2159,1327,101,22,100.957,41.7857,2366,N,389,2,16,93,60,21,1,16-93,60-21,4733
S,13,16,4165,389,121,4,129.208,62.069,3292,N,190,4,16,94,56,58,1,16-94,56-58,6584
S,13,16,4165,389,121,4,129.208,62.069,3292,N,190,4,16,95,56,58,1,16-95,56-58,6585
S,16,12,1312,342,121,17,138.656,54.2466,3535,N,155,4,16,96,56,32,1,16-96,56-32,7070
S,16,12,1312,342,121,17,138.656,54.2466,3535,N,155,4,16,97,56,32,1,16-97,56-32,7071
S,4,17,2157,824,101,32,100.957,51.4286,2369,N,54,1,16,98,60,1,1,16-98,60-1,4738
S,4,17,2157,824,101,32,100.957,51.4286,2369,N,54,1,16,99,60,1,1,16-99,60-1,4739
S,15,9,78,507,121,8,135.504,36.9231,3454,N,62,1,16,100,56,50,1,16-100,56-50,6908
S,15,9,78,507,121,8,135.504,36.9231,3454,N,62,1,16,101,56,50,1,16-101,56-50,6909
S,9,11,5270,650,115,12,116.638,35.6436,2903,N,3,3,16,102,58,42,1,16-102,58-42,5806
S,9,11,5270,650,115,12,116.638,35.6436,2903,N,3,3,16,103,58,42,1,16-103,58-42,5807
S,9,13,5267,1732,115,1,116.638,42.7723,2905,N,206,1,16,104,58,64,1,16-104,58-64,5810
S,9,13,5267,1732,115,1,116.638,42.7723,2905,N,206,1,16,105,58,64,1,16-105,58-64,5811
S,10,13,579,178,115,16,119.778,44.0816,3006,N,162,1,16,106,58,34,1,16-106,58-34,6012
S,10,13,579,178,115,16,119.778,44.0816,3006,N,162,1,16,107,58,34,1,16-107,58-34,6013
S,14,14,1474,540,121,12,132.355,57.0732,3377,N,56,2,16,108,56,42,1,16-108,56-42,6754
S,14,14,1474,540,121,12,132.355,57.0732,3377,N,56,2,16,109,56,42,1,16-109,56-42,6755
S,9,12,5264,449,115,8,116.638,39.2079,2904,N,3,4,16,110,58,50,1,16-110,58-50,5808
S,9,12,5264,449,115,8,116.638,39.2079,2904,N,3,4,16,111,58,50,1,16-111,58-50,5809
S,10,12,572,184,115,30,119.778,40.4082,3005,N,97,4,16,112,58,6,1,16-112,58-6,6010
S,10,12,572,184,115,30,119.778,40.4082,3005,N,97,4,16,113,58,6,1,16-113,58-6,6011
S,14,15,1475,505,121,6,132.355,61.4634,3378,N,56,3,16,114,56,54,1,16-114,56-54,6756
S,14,15,1475,505,121,6,132.355,61.4634,3378,N,56,3,16,115,56,54,1,16-115,56-54,6757
S,16,13,1320,256,121,20,138.656,59.1781,3536,N,124,1,16,116,56,26,1,16-116,56-26,7072
S,16,13,1320,256,121,20,138.656,59.1781,3536,N,124,1,16,117,56,26,1,16-117,56-26,7073
S,15,13,187,523,121,1,135.504,55.3846,3458,N,151,1,16,118,56,64,1,16-118,56-64,6916
S,15,13,187,523,121,1,135.504,55.3846,3458,N,151,1,16,119,56,64,1,16-119,56-64,6917
S,14,9,2530,503,121,28,132.355,35.122,3372,N,77,1,16,120,56,10,1,16-120,56-10,6744
S,14,9,2530,503,121,28,132.355,35.122,3372,N,77,1,16,121,56,10,1,16-121,56-10,6745
S,13,15,4168,450,121,9,129.208,57.931,3291,N,190,3,16,124,56,48,1,16-124,56-48,6582
S,13,15,4168,450,121,9,129.208,57.931,3291,N,190,3,16,125,56,48,1,16-125,56-48,6583
S,11,12,1701,169,115,18,122.92,42.1277,3103,N,17,4,16,126,58,30,1,16-126,58-30,6206
S,11,12,1701,169,115,18,122.92,42.1277,3103,N,17,4,16,127,58,30,1,16-127,58-30,6207
S,7,80,1939,1336,114,12,110.362,268.302,2762,N,243,4,17,0,32,106,1,17-0,32-106,5524
S,7,80,1939,1336,114,12,110.362,268.302,2762,N,243,4,17,1,32,106,1,17-1,32-106,5525
S,5,82,3006,389,114,3,104.091,265.091,2546,N,264,2,17,2,32,124,1,17-2,32-124,5092
S,5,82,3006,389,114,3,104.091,265.091,2546,N,264,2,17,3,32,124,1,17-3,32-124,5093
S,8,78,5118,1254,114,7,113.499,266.538,2866,N,306,2,17,4,32,116,1,17-4,32-116,5732
S,8,78,5118,1254,114,7,113.499,266.538,2866,N,306,2,17,5,32,116,1,17-5,32-116,5733
S,6,83,2651,1331,113,8,107.226,273.333,2657,N,263,3,17,6,62,113,1,17-6,62-113,5314
S,6,83,2651,1331,113,8,107.226,273.333,2657,N,263,3,17,7,62,113,1,17-7,62-113,5315
S,7,77,1919,384,114,13,110.362,258.113,2759,N,243,1,17,8,32,104,1,17-8,32-104,5518
S,7,77,1919,384,114,13,110.362,258.113,2759,N,243,1,17,9,32,104,1,17-9,32-104,5519
S,5,84,3004,974,114,19,104.091,271.636,2548,N,264,4,17,10,32,92,1,17-10,32-92,5096
S,5,84,3004,974,114,19,104.091,271.636,2548,N,264,4,17,11,32,92,1,17-11,32-92,5097
S,7,78,1920,1281,114,28,110.362,261.509,2760,N,243,2,17,14,32,74,1,17-14,32-74,5520
S,7,78,1920,1281,114,28,110.362,261.509,2760,N,243,2,17,15,32,74,1,17-15,32-74,5521
S,7,79,1916,987,114,24,110.362,264.906,2761,N,243,3,17,16,32,82,1,17-16,32-82,5522
S,7,79,1916,987,114,24,110.362,264.906,2761,N,243,3,17,17,32,82,1,17-17,32-82,5523
