X Y Interpolated_Values
7.600000000000000000e+02 4.200000000000000000e+01 1.002180996830360771e+00
7.800000000000000000e+02 4.200000000000000000e+01 9.939632391875919959e-01
8.000000000000000000e+02 4.200000000000000000e+01 9.462479232879258406e-01
2.000000000000000000e+01 4.800000000000000000e+01 9.999053587352405570e-01
4.000000000000000000e+01 4.800000000000000000e+01 9.997843850787495601e-01
6.000000000000000000e+01 4.800000000000000000e+01 9.997406410292946077e-01
8.000000000000000000e+01 4.800000000000000000e+01 9.997394853469933063e-01
1.000000000000000000e+02 4.800000000000000000e+01 9.998060794276901753e-01
1.200000000000000000e+02 4.800000000000000000e+01 9.996537612990252786e-01
1.400000000000000000e+02 4.800000000000000000e+01 9.996717319352323994e-01
1.600000000000000000e+02 4.800000000000000000e+01 9.996394181099380605e-01
1.800000000000000000e+02 4.800000000000000000e+01 9.992482768719269659e-01
2.000000000000000000e+02 4.800000000000000000e+01 9.982026253889233480e-01
2.200000000000000000e+02 4.800000000000000000e+01 9.973463884778571709e-01
2.400000000000000000e+02 4.800000000000000000e+01 9.963951701929812943e-01
2.600000000000000000e+02 4.800000000000000000e+01 9.953556597335727618e-01
2.800000000000000000e+02 4.800000000000000000e+01 9.952302029563591113e-01
3.000000000000000000e+02 4.800000000000000000e+01 9.949107230216883702e-01
3.200000000000000000e+02 4.800000000000000000e+01 9.943138128503996587e-01
3.400000000000000000e+02 4.800000000000000000e+01 9.929959931281336916e-01
3.600000000000000000e+02 4.800000000000000000e+01 9.917159818560831175e-01
3.800000000000000000e+02 4.800000000000000000e+01 9.909167466343069552e-01
4.000000000000000000e+02 4.800000000000000000e+01 9.893820485909897711e-01
4.200000000000000000e+02 4.800000000000000000e+01 9.904953998331701426e-01
4.400000000000000000e+02 4.800000000000000000e+01 9.899045332845931577e-01
4.600000000000000000e+02 4.800000000000000000e+01 9.874156686142776529e-01
4.800000000000000000e+02 4.800000000000000000e+01 9.896117484793101049e-01
5.000000000000000000e+02 4.800000000000000000e+01 9.916402384560742966e-01
5.200000000000000000e+02 4.800000000000000000e+01 9.922425139579537090e-01
5.400000000000000000e+02 4.800000000000000000e+01 9.990994317299251026e-01
5.600000000000000000e+02 4.800000000000000000e+01 1.003238114738764342e+00
5.800000000000000000e+02 4.800000000000000000e+01 1.003857567755486846e+00
6.000000000000000000e+02 4.800000000000000000e+01 1.004199705421488842e+00
6.200000000000000000e+02 4.800000000000000000e+01 1.004246225311955065e+00
6.400000000000000000e+02 4.800000000000000000e+01 1.005529300900227518e+00
6.600000000000000000e+02 4.800000000000000000e+01 1.007745407226729562e+00
6.800000000000000000e+02 4.800000000000000000e+01 1.008252496244982588e+00
7.000000000000000000e+02 4.800000000000000000e+01 1.013593966051002049e+00
7.200000000000000000e+02 4.800000000000000000e+01 1.015592992033824249e+00
7.400000000000000000e+02 4.800000000000000000e+01 1.008655256376250309e+00
7.600000000000000000e+02 4.800000000000000000e+01 1.006626765776851062e+00
7.800000000000000000e+02 4.800000000000000000e+01 9.968459170685157744e-01
8.000000000000000000e+02 4.800000000000000000e+01 9.483589239238053858e-01
2.000000000000000000e+01 5.400000000000000000e+01 9.999235984092726959e-01
4.000000000000000000e+01 5.400000000000000000e+01 9.998150348295694601e-01
6.000000000000000000e+01 5.400000000000000000e+01 9.997760000748665554e-01
8.000000000000000000e+01 5.400000000000000000e+01 9.997783644315367813e-01
1.000000000000000000e+02 5.400000000000000000e+01 9.998709740960265435e-01
1.200000000000000000e+02 5.400000000000000000e+01 9.997132081121428149e-01
1.400000000000000000e+02 5.400000000000000000e+01 9.997333330533028084e-01
1.600000000000000000e+02 5.400000000000000000e+01 9.997553051718895967e-01
1.800000000000000000e+02 5.400000000000000000e+01 9.994443593846957796e-01
2.000000000000000000e+02 5.400000000000000000e+01 9.984914375339705161e-01
2.200000000000000000e+02 5.400000000000000000e+01 9.976921281254911289e-01
2.400000000000000000e+02 5.400000000000000000e+01 9.968598733107477683e-01
2.600000000000000000e+02 5.400000000000000000e+01 9.958678102914183539e-01
2.800000000000000000e+02 5.400000000000000000e+01 9.960317940239368228e-01
3.000000000000000000e+02 5.400000000000000000e+01 9.956094780045797732e-01
3.200000000000000000e+02 5.400000000000000000e+01 9.952752397104190907e-01
3.400000000000000000e+02 5.400000000000000000e+01 9.938034894639345973e-01
3.600000000000000000e+02 5.400000000000000000e+01 9.927332092116041284e-01
3.800000000000000000e+02 5.400000000000000000e+01 9.921056570297535071e-01
4.000000000000000000e+02 5.400000000000000000e+01 9.905886992741352870e-01
4.200000000000000000e+02 5.400000000000000000e+01 9.921406047466634348e-01
4.400000000000000000e+02 5.400000000000000000e+01 9.913546903998423643e-01
4.600000000000000000e+02 5.400000000000000000e+01 9.889309880712914280e-01
4.800000000000000000e+02 5.400000000000000000e+01 9.916188097599079043e-01
5.000000000000000000e+02 5.400000000000000000e+01 9.936800800871739003e-01
5.200000000000000000e+02 5.400000000000000000e+01 9.944749968335265811e-01
